Mon Jun 22 00:00:24 +0000 2015	North Korea Claims Their Wonder Drug Can Cure Ebola, AIDS, and MERS.. Related Articles: http://t.co/7JCa2Hrwq4	
Mon Jun 22 00:00:26 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe that? If there where to ... http://t.co/PNkr3JthPN	
Mon Jun 22 00:00:26 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe that? If there where to ... http://t.co/jh22Psr4EW	
Mon Jun 22 00:00:27 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS: Who would believe that? If there where to ... http://t.co/SxYdcKRceq	
Mon Jun 22 00:00:36 +0000 2015	RT @TheMisssingSock: who knew trying to make a 9 man civ lobby would be this ebola	
Mon Jun 22 00:00:37 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS http://t.co/KRF2UrXEL7	
Mon Jun 22 00:00:40 +0000 2015	RT @annagueye: Syndrome post #Ebola – Une étude sur le mal qui ronge les survivants  http://t.co/9hDjDxBAyQ     #Obs	
Mon Jun 22 00:01:09 +0000 2015	Asi la nube de polvo con el virus del ebola sobre Soyapango y el oriente del país!! Ojala se llevara a los mareros http://t.co/wMtdMQ3Izh	
Mon Jun 22 00:01:14 +0000 2015	http://t.co/i9LrEu35Dg learn latest about Ebola, as of June 21, 2015 at 05:01PM. Stay healthy. #Ebola	
Mon Jun 22 00:01:20 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News: With low numbers of new ... http://t.co/Pm0E4Y49B1	
Mon Jun 22 00:01:21 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News http://t.co/Pm0E4Y49B1	
Mon Jun 22 00:01:21 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Mon Jun 22 00:01:24 +0000 2015	Me das ebola milena.	
Mon Jun 22 00:01:48 +0000 2015	RT @EbolaOutbreakUS: @LANURSE1 RETWEET PLEASE HELP INFORM Ebola Patient admitted with Ebola Symptoms in Alabamahttp://t.co/NOoVlmjWbC …	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @notiven: RT: @albertoravell :Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/kPAqBlOJBJ vía @la_patilla	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:06 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:02:13 +0000 2015	Começando o trabalho de biologia com: não se deve encostar em um macaco, pode pegar ebola e fim	
Mon Jun 22 00:02:22 +0000 2015	http://t.co/gLqzCcttgG #news #ebola http://t.co/gLqzCcttgG #android #ios http://t.co/gLqzCcttgG #BREAKING http://t.co/j8K4YZPTUI	
Mon Jun 22 00:02:26 +0000 2015	http://t.co/gLqzCcttgG #news #ebola http://t.co/gLqzCcttgG #android #ios http://t.co/gLqzCcttgG #BREAKING http://i.os	
Mon Jun 22 00:02:31 +0000 2015	http://t.co/gLqzCcttgG #news #ebola http://t.co/gLqzCcttgG #android #ios http://t.co/gLqzCcttgG http://t.co/RqcNyjlWWf	
Mon Jun 22 00:02:44 +0000 2015	Top ebola articles from last 48 hrs http://t.co/YdVvSDYWeF	
Mon Jun 22 00:03:01 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Mon Jun 22 00:03:01 +0000 2015	@Legend_RaptorMC wait afrika is starving? I thought they had ebola? Wtf mind is blown, how the fuck can you have so many problems?!?!?!!?	
Mon Jun 22 00:03:04 +0000 2015	RT @UmaruFofana: #SierraLeone this week recorded 8 new cases of #Ebola and 9 deaths.	
Mon Jun 22 00:03:08 +0000 2015	RT @yopasandoibaok: Asi la nube de polvo con el virus del ebola sobre Soyapango y el oriente del país!! Ojala se llevara a los mareros http…	
Mon Jun 22 00:03:08 +0000 2015	RT @AlbertoRavell: Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/fq4okHRs58 vía @la_patilla	
Mon Jun 22 00:03:15 +0000 2015	RT @philippeal1: La faim tue plus qu'Ebola, mais l'occident s'en fout parce que ce n'est pas une maladie qui peut tuer les riches http://t.…	
Mon Jun 22 00:03:31 +0000 2015	Korut Klaim Punya Obat Vaksin untuk Ebola, AI... http://t.co/57rphQW77A #wirausahasehat | https://t.co/JS8xYPMP1g http://t.co/f1I91Y4lIn	
Mon Jun 22 00:04:06 +0000 2015	Latest #Ebola update from the WHO. http://t.co/cQXOROb19j	
Mon Jun 22 00:04:27 +0000 2015	So there's ebola in it https://t.co/tCwj4dIACt	
Mon Jun 22 00:04:42 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:04:45 +0000 2015	Hahaha keep ya skinny bae bro, she has ebola anyway, she dnt give a head, she dnt shave arghhh "@MK_LFC: Lmao you not getting the number ke.	
Mon Jun 22 00:04:52 +0000 2015	RT @Darkdarky: Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/yRRjokwFSU si pa todo y pa ellos solos	
Mon Jun 22 00:05:08 +0000 2015	Los RT de @PabloSobrado7 dan ebola	
Mon Jun 22 00:05:11 +0000 2015	#Ebola #Newyearseve The prime minister of Israel said the international efforts failed to address his country’...  http://t.co/yuo7jDnijx	
Mon Jun 22 00:05:11 +0000 2015	#Ebola #Newyearseve Explore mysterious solar snapshots, new findings about left-handedness and other intriguin...  http://t.co/yuo7jDnijx	
Mon Jun 22 00:05:11 +0000 2015	#Ebola #Newyearseve According to a European Commission report, the national security service acted on orders f...  http://t.co/yuo7jDnijx	
Mon Jun 22 00:05:11 +0000 2015	#Ebola #Newyearseve The case of Curtis Baushke, who was knocked unconscious three times in 14 years while play...  http://t.co/yuo7jDnijx	
Mon Jun 22 00:05:11 +0000 2015	#Ebola #Newyearseve Prime Minister Narendra Modi’s government attempted to give new life to the idea that yoga...  http://t.co/yuo7jDnijx	
Mon Jun 22 00:05:18 +0000 2015	RT @AlbertoRavell: Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/fq4okHRs58 vía @la_patilla	
Mon Jun 22 00:05:22 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Mon Jun 22 00:05:26 +0000 2015	e delle persone antipatiche che portano l'ebola	
Mon Jun 22 00:05:33 +0000 2015	@UNVEvents Hopefully you die of ebola.	
Mon Jun 22 00:05:36 +0000 2015	¿La misma que a los ministros que se quedan dormidos del aburrimiento? https://t.co/7veF8XPslw	
Mon Jun 22 00:05:51 +0000 2015	RT @zainsfenty: MDRRJRKER C LE PIRE VINE KE G JMS VU APRÈS CEUX DE NASH EBOLA https://t.co/3gI3RWav3M	
Mon Jun 22 00:05:58 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:06:16 +0000 2015	Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/a2m78xMQYZ vía la_patilla	
Mon Jun 22 00:06:19 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:06:21 +0000 2015	RT @MacleansMag: With low numbers of new cases, Ebola vaccine trials fight odds of success:  http://t.co/NuqgwBBg0q http://t.co/YaEJiolmTL	
Mon Jun 22 00:06:31 +0000 2015	@DeployEssential AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:06:51 +0000 2015	@timfeltman1 @SaharahShae AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:07:05 +0000 2015	@MattSchafer1974 AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:07:07 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Mon Jun 22 00:07:34 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:07:50 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:07:52 +0000 2015	How the U.S. Screwed Up in the Fight Against Ebola - (via FinaBiz) http://t.co/HoyOgtR0zu	
Mon Jun 22 00:08:03 +0000 2015	RT @SrTarro: En claze: 2 naraa + 4 pera = 6 frutaEner ezamen: deduce la formula de la vacuna contra er zida y er ebola y escribela conun b…	
Mon Jun 22 00:08:04 +0000 2015	nossa fala sério mina, vc teve ebola no cérebro né	
Mon Jun 22 00:08:09 +0000 2015	#BernieMac mentioned #Ebola on the second episode of his first season w/his show in 2002 #Interesting	
Mon Jun 22 00:08:24 +0000 2015	RT @ShawdiixBandz: @Gizzelll_ when you got Ebola af but don't wanna tell anyone http://t.co/BFRgep2qK7	
Mon Jun 22 00:08:44 +0000 2015	Trying to get some sleep and everyone in my household is coughin guts up #Ebola	
Mon Jun 22 00:08:47 +0000 2015	@SkyNewsAust @SimoLove AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:08:49 +0000 2015	RT @abdallah_haman: Tu veux mop y'a hépatite,  tu veux fom y'a sida, tu veux caresser y'a Ebola, Maintenant tu veux te balader ya Boko hara…	
Mon Jun 22 00:08:52 +0000 2015	RT @Marks__Nkuna: Hahaha keep ya skinny bae bro, she has ebola anyway, she dnt give a head, she dnt shave arghhh "@MK_LFC: Lmao you not get…	
Mon Jun 22 00:08:58 +0000 2015	Wow Kim Jong-Un now Has A Drug That Can Cure Ebola, AIDS, And MERS http://t.co/XpCMAlGLYY	
Mon Jun 22 00:09:27 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/lwqNHnJz3z http://t.co/rpX6YQAdu1	
Mon Jun 22 00:09:30 +0000 2015	#Team fight #Ebola http://t.co/gLqzCcttgG 👊🔬🙌http://t.co/gLqzCcttgG #BREAKING #news http://t.co/52KImrfvZv	
Mon Jun 22 00:09:46 +0000 2015	@DebbieCanWeTalk @KonniBurton AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:09:46 +0000 2015	RT @MsIntervention: Epidemiologists be aware! Kim Jong-un claims to have cured Aids, Ebola, cancer with one drug  http://t.co/iF2ADBcgH1 ht…	
Mon Jun 22 00:09:50 +0000 2015	what if i get ebola	
Mon Jun 22 00:09:51 +0000 2015	Kenya reaps big from key role in fight against Ebola: Returning medics hosted at State House by th... http://t.co/cz9lwcEAWW #EbolaKenya	
Mon Jun 22 00:09:52 +0000 2015	Kenyan medics return from Ebola mission in West Africa: Topics: citizen at 1 citizen weekend kenya... http://t.co/UTHoUJNj1t #EbolaKenya	
Mon Jun 22 00:09:52 +0000 2015	Kenya reaps big from key role in fight against Ebola: Kenya reaps big from key role in fight again... http://t.co/dxEeeXVyzM #EbolaKenya	
Mon Jun 22 00:09:52 +0000 2015	Ebola medical volunteers from Kenya awarded with jobs at the Ministry of Health: President Uhuru K... http://t.co/TW1KwlzK87 #EbolaKenya	
Mon Jun 22 00:09:57 +0000 2015	http://t.co/27ShAZErhs http://t.co/nbNvxvO222	
Mon Jun 22 00:09:58 +0000 2015	Ebola test: Quick, cheap, easy help in stopping disease http://t.co/GuCEVUEYJz http://t.co/d33UvGQYCu	
Mon Jun 22 00:10:04 +0000 2015	#news The deadline of the content Mark the section Latin America Middle UK Full article Facebook Twitter Follow Have been a Ebola hit by Ass	
Mon Jun 22 00:10:06 +0000 2015	RT @EbolaOutbreakUS: @CANARYorg RETWEET PLEASE HELP INFORM Ebola Patient admitted with Ebola Symptoms in Alabamahttp://t.co/NOoVlmjWbC …	
Mon Jun 22 00:10:08 +0000 2015	Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http://t.co/PQhrr4Oru0	
Mon Jun 22 00:10:12 +0000 2015	I think Ebola is finally gettin to me	
Mon Jun 22 00:10:41 +0000 2015	@burghseyeview AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:10:49 +0000 2015	me da ebola ir mañana al colegio	
Mon Jun 22 00:10:51 +0000 2015	RT @HelenBranswell: With #Ebola case counts (thankfully) dropping so low, chances are slim Ebola vaccine trials will prove efficacy. http:/…	
Mon Jun 22 00:11:05 +0000 2015	Believe it or Not: North Koreans claim to they have Discovered Cure for AIDS, #Ebola, MERS and ...: North Korea… http://t.co/zHCYSzBW79	
Mon Jun 22 00:11:29 +0000 2015	RT @VICE: Congrats to Kim Jong-Un on curing cancer, ebola, AND AIDS (according to Kim Jong-Un)!!!! http://t.co/jg7zF7MSNO http://t.co/wxLh8…	
Mon Jun 22 00:11:35 +0000 2015	RT @zomymohegyq: Do you know what an EBOLA is? You will Shocked just how many poor people these diseases affect!http://t.co/HC3X7nP4QV http…	
Mon Jun 22 00:11:40 +0000 2015	@Ash_Bell__ AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:11:43 +0000 2015	Believe it or Not: North Koreans claim to they have Discovered Cure for AIDS, Ebola, MERS and ...: North Korea...  http://t.co/EfNBFjAhzq	
Mon Jun 22 00:11:49 +0000 2015	@MarcHilliker #Well let's send him a healthy dose of EBOLA and see if it works?	
Mon Jun 22 00:11:54 +0000 2015	RT @SBSNews: Company stops adding patients to trial of potential #Ebola treatment http://t.co/Bbn2xklSyV http://t.co/cQQrg0TiCF	
Mon Jun 22 00:11:56 +0000 2015	@RedState @JSWardell AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:12:12 +0000 2015	@CarlyFiorina AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:12:13 +0000 2015	RT @ChildFund: Is the #Ebola crisis almost over? Read about #ChildFund President Anne Goddard’s visit to West #Africa at @RTDNEWS: http://t…	
Mon Jun 22 00:12:14 +0000 2015	エボラ、ヨーロッパではすでにこんなことに。 --- すでにエボラは「恐怖」が支配。実際のリスクを超えて。 http://t.co/XCvkFPJpWH #関連ニュース  ##エボラ	
Mon Jun 22 00:12:33 +0000 2015	Mid&amp;Wkend : VN -  Triều Tiên tuyên bố sốc:Đã tìm ra thuốc chữa Aids, Ebola, Mers...  - Các loại vi rút nguy hiểm… http://t.co/7dQLcJQDNO	
Mon Jun 22 00:12:50 +0000 2015	Y'all were crazy about Ebola but what about MERS?	
Mon Jun 22 00:12:54 +0000 2015	#Charlotte Pregnant Ebola patient may have been contagious for days without symptoms http://t.co/K7VsVDvmqL	
Mon Jun 22 00:12:56 +0000 2015	RT @TheWorldPost: North Korea claims that it can cure Ebola, MERS, SARS and AIDS http://t.co/yFJoUvyIX8 http://t.co/gaMgFpZ3NZ	
Mon Jun 22 00:13:10 +0000 2015	RT @broadinstitute: Tracing Ebola’s Evolution | The Scientist Magazine® http://t.co/74wJ32PAP8	
Mon Jun 22 00:13:18 +0000 2015	RT @CuteKidVines: When you lie to your kid and tell them they have Ebola 😂 https://t.co/DasLqkpATM	
Mon Jun 22 00:13:21 +0000 2015	RT @MarcHilliker: Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http:…	
Mon Jun 22 00:13:24 +0000 2015	RT @justinftbaes: me da ebola ir mañana al colegio	
Mon Jun 22 00:13:38 +0000 2015	RT @MarcHilliker: Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http:…	
Mon Jun 22 00:13:39 +0000 2015	RT @BarackObama: Watch the weekly address: President Obama discusses what you need to know about Ebola. http://t.co/5ds9klcfGS	
Mon Jun 22 00:13:45 +0000 2015	RT @AlbertoRavell: Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/fq4okHRs58 vía @la_patilla	
Mon Jun 22 00:13:48 +0000 2015	@worldnetdaily AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:14:27 +0000 2015	Tengo ebola 😂	
Mon Jun 22 00:14:42 +0000 2015	Como se prevenir contra o vírus Ebola http://t.co/9ASdmXu6wm #DualSurvival #Preppers #Bushcraft #Survival #Terremoto	
Mon Jun 22 00:14:46 +0000 2015	@PoliticalLaughs AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:14:47 +0000 2015	RT @WHO: Here is the latest WHO #Ebola situation report (3 June) http://t.co/JPi4F3fwvF http://t.co/VqRLLP3QhM	
Mon Jun 22 00:14:49 +0000 2015	RT @Ijobaoflagos: @AkinwunmiAmbode give us @jideidiris for health don't forget Ebola he performed fine @APCUKingdom  @APCNigeria @KayodeOpe…	
Mon Jun 22 00:14:54 +0000 2015	RT @EbolaOutbreakUS: @LANURSE1 RETWEET PLEASE HELP INFORM Ebola Patient admitted with Ebola Symptoms in Alabamahttp://t.co/NOoVlmjWbC …	
Mon Jun 22 00:14:55 +0000 2015	North Koreans claim they have Discovered the Cure for AIDS, Ebola, MERS and SARS: North Korea made an astoundi... http://t.co/WfJkYIZa0n	
Mon Jun 22 00:14:57 +0000 2015	Ebola Virus Can Remain Live In Men's Sperm... http://t.co/Py8izFi8yp	
Mon Jun 22 00:15:29 +0000 2015	There are fewer than 25 cases of Ebola http://t.co/WeVVFwV5lI via @TIMEHealth	
Mon Jun 22 00:15:30 +0000 2015	A new course at #PrincetonU examines the Ebola crisis of 2014: http://t.co/MtpGQd4nLz #FungForum	
Mon Jun 22 00:15:33 +0000 2015	RT @EvrythngDMVRdio: @AIRPORTTONEFLY #NP #Ebola on EverythingDMV Radio:Active	
Mon Jun 22 00:15:35 +0000 2015	#Team fight #Ebola http://t.co/gLqzCcttgG 👊🔬🙌http://t.co/gLqzCcttgG http://t.co/dmqSQ0eQ4N	
Mon Jun 22 00:15:37 +0000 2015	Corea del Norte: Tenemos la cura para el Sida, el Mers y el ébola http://t.co/R0Ilz8BvxZ vía @la_patilla"	
Mon Jun 22 00:15:37 +0000 2015	@pennjillette I've got a little bit of Ebola. Ha!!!!	
Mon Jun 22 00:15:49 +0000 2015	Shocking Facts About Ebola Effected Girl See Here ( 18+ Photos) =&gt; http://t.co/L9a05NzfDl http://t.co/zQysoBTYGG	
Mon Jun 22 00:15:55 +0000 2015	Get Partisan Politics Out of the Ebola Crisis http://t.co/TIBiMDd74K	
Mon Jun 22 00:15:55 +0000 2015	#MissedThis? US - Dallas Parents Fearing EBOLA Remove Children From School -- First Ebola Case  http://t.co/vfLtWMnlwh  #america #ebola #us	
Mon Jun 22 00:15:58 +0000 2015	RT @EbolaOutbreakUS: @worldnetdaily AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:15:59 +0000 2015	North Korea has found the cure for AIDS, Ebola and SARS with one drug http://t.co/hOe1Ht8Xzp via @TweakTown	
Mon Jun 22 00:16:02 +0000 2015	100% thinking I've got Ebola	
Mon Jun 22 00:16:05 +0000 2015	@ChuckNellis @conserphilosofy AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:16:07 +0000 2015	In 2014 the world avoided a global outbreak of Ebola but are we readyfor another outbreak?http://t.co/VgbjTokXh6 #medicineispathology #RCPA	
Mon Jun 22 00:16:16 +0000 2015	RT @muchoawesomeo: Riff Raff just called Fronz"The Ebola Polar Bear"...I'm done😂😂😂😂	
Mon Jun 22 00:16:38 +0000 2015	RT @MarcHilliker: Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http:…	
Mon Jun 22 00:16:42 +0000 2015	Kim Jong-un claims to have cured Aids, Ebola and cancer with single miracle drug http://t.co/KKaLKOBhaH	
Mon Jun 22 00:16:43 +0000 2015	RT @EbolaOutbreakUS: @Icanhelpheal AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:16:43 +0000 2015	@thaynsuportavel @cellbitos o mais triste é que já estou sentido os efeitos, parece ebola, só que mais perigoso 😱😱😱😱😱	
Mon Jun 22 00:16:47 +0000 2015	@JimmyCoyoteLoco AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:16:51 +0000 2015	RT @DeepPosts: I would rather get Ebola than receive this http://t.co/p99egC9xjT	
Mon Jun 22 00:17:02 +0000 2015	Is Ebola the Coming of a Zombie Apocalypse? http://t.co/GeW1HGiaAg	
Mon Jun 22 00:17:07 +0000 2015	@imashleyclark AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:17:07 +0000 2015	North Korea says it has 'cure' for MERS, Ebola, Aids - Channel NewsAsia http://t.co/Oq2z8GnlRC	
Mon Jun 22 00:17:09 +0000 2015	RT @DedeDayseane: @thaynsuportavel @cellbitos o mais triste é que já estou sentido os efeitos, parece ebola, só que mais perigoso 😱😱😱😱😱	
Mon Jun 22 00:17:18 +0000 2015	North Koreans claim they have Discovered the Cure for AIDS, Ebola, MERS and SARS: North Korea m... http://t.co/Gy2YLD4qCN #EbolaOutbreak	
Mon Jun 22 00:17:19 +0000 2015	@CantBelieve10 AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
Mon Jun 22 00:17:27 +0000 2015	RT sobrevivenciax: Como se prevenir contra o vírus Ebola http://t.co/lWulDs76C9 #DualSurvival #Preppers #Bushcraft #Survival #Terremoto	
Mon Jun 22 00:17:42 +0000 2015	RT @MarcHilliker: Kim Jong Un, the only obese N.Korean, says miracle drug cures cancer, AIDS &amp; Ebola #unicorns http://t.co/dW6jEiCiBa http:…	
Mon Jun 22 00:17:44 +0000 2015	@ChuckNellis you can always donate to us and help us track Ebola	
Mon Jun 22 00:17:50 +0000 2015	@ChuckNellis AFRICAN REFUGEES fleeing EBOLA must be able to escape to Europe say Doctorshttp://t.co/KhxYx9EahW …	
