Sun Jun 21 19:59:59 +0000 2015	RT @humanityfirstuk: HF is supporting 109 #ebola #orphans &amp; their host families c. 600 ppl in #SierraLeone with food &amp; essential supplies h…	
Sun Jun 21 20:00:01 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success: TORONTO -- New Ebola infections in ... http://t.co/zZCu75gFTp	
Sun Jun 21 20:00:02 +0000 2015	RT @ame_pizza: Agora é cada um seguir o seu caminho, ebola pra frente.	
Sun Jun 21 20:00:16 +0000 2015	Agência Norte Coreana afirma ter descoberto cura para Aids, Ebola, Sars e outras http://t.co/flFJKUj9UK	
Sun Jun 21 20:00:17 +0000 2015	North Korea Claims Not To Only Have A Cure For AIDS, But Also CANCER &amp; EBOLA | http://t.co/guXL7tdLqr http://t.co/VQLCIdl4NY	
Sun Jun 21 20:00:23 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success http://t.co/4sApZ49P9h	
Sun Jun 21 20:00:24 +0000 2015	Kim Jong-un Has Cured AIDS, Cancer, and Ebola (According to Kim Jong-un) http://t.co/2ElIKn96hB	
Sun Jun 21 20:00:26 +0000 2015	RT @LaurenCowley4: Ever wondered what would challenge you when sequencing #Ebola in the field on a #MinION? Read my blog post http://t.co/v…	
Sun Jun 21 20:00:27 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success http://t.co/95PPyeOP1J	
Sun Jun 21 20:00:31 +0000 2015	@sehunalke oglĄDAJ DALEJ BO DALEJ EBOLA	
Sun Jun 21 20:00:33 +0000 2015	a tale of nanopores, mosquitos and whatsapp: Since the 2nd of June I have been in Guinea contributing to the #Ebola… http://t.co/PLtZ248nxP	
Sun Jun 21 20:00:33 +0000 2015	RT @ame_pizza: Agora é cada um seguir o seu caminho, ebola pra frente.	
Sun Jun 21 20:00:36 +0000 2015	Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 20:00:38 +0000 2015	RT @NotGirIyThings: When ya homie got ebola but u still wanna chill http://t.co/m2EfWeum4c	
Sun Jun 21 20:00:43 +0000 2015	KE: Medics Who Went To Help Fight Ebola Outbreak In W.Africa Return http://t.co/eBnzHXBCkM	
Sun Jun 21 20:00:44 +0000 2015	News Coverage Of US Ebola Outbreak Caused Panic Through Social Media ... - Tech Times http://t.co/pMAqEAEthu	
Sun Jun 21 20:00:58 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 20:00:59 +0000 2015	Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http://t.co/AtLoHOBEHh	
Sun Jun 21 20:01:04 +0000 2015	Kanadalı bir firma tarafından Ebola hastalığı için geliştirilen aşının, etkili olmadığı için insanlar üzerindeki denemeleri durduruldu.	
Sun Jun 21 20:01:06 +0000 2015	With low numbers of new cases, Ebola vaccine trials fight odds of success - CTV News  http://t.co/GkLTLoRcvd	
Sun Jun 21 20:01:09 +0000 2015	Video: castielsteenwolf: weloveshortvideos: just a cat giving a presidential speech on ebola… IVE HAD A... http://t.co/OXZqw6s5Oh	
Sun Jun 21 20:01:11 +0000 2015	RT @UmaruFofana: Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http:…	
Sun Jun 21 20:01:11 +0000 2015	http://t.co/i9LrEu35Dg learn latest about Ebola, as of June 21, 2015 at 01:01PM. Stay healthy. #Ebola	
Sun Jun 21 20:01:13 +0000 2015	😕 https://t.co/95ooBnOrsC	
Sun Jun 21 20:01:14 +0000 2015	Read how your support to our #Ebola Crisis Appeal continues to save lives http://t.co/pMNyTdIlQV	
Sun Jun 21 20:01:17 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 20:01:32 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 20:01:47 +0000 2015	@awhmypayne a co jak nas ebola zlapie i nie pusci?	
Sun Jun 21 20:01:48 +0000 2015	With low numbers of new cases, CDN #Ebola vaccine trials fight odds of success. By @HelenBranswell #TKMEbola @CTVNews http://t.co/xP11yWfZW8	
Sun Jun 21 20:01:57 +0000 2015	RT @ame_pizza: Agora é cada um seguir o seu caminho, ebola pra frente.	
Sun Jun 21 20:02:01 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 20:02:11 +0000 2015	Hoe staat t eigenlijk met #Ebola  ik hoor er lang niks meer over is t over ? #dtv	
Sun Jun 21 20:02:11 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 20:02:14 +0000 2015	Treating Ebola Has Focused on the Physical - but There Will Be Mental Scars Too https://t.co/G3XavLHf94 via @sharethis	
Sun Jun 21 20:02:17 +0000 2015	Enzo donates $1 to ebola aid for every matcha bag sold http://t.co/ZaJy4Yx3G7	
Sun Jun 21 20:02:19 +0000 2015	RT @UKenyatta: I hosted Health workers who are back from the Ebola front-line for breakfast this morning at State House, Nairobi. http://t.…	
Sun Jun 21 20:02:29 +0000 2015	RT @Adnkronos: 'Abbiamo la cura per Aids, Ebola e cancro', l'ultima di Kim Jong-Un http://t.co/54C2WKa7dI http://t.co/wcWXHCqT3I	
Sun Jun 21 20:02:33 +0000 2015	Agora é cada um seguir o seu caminho, ebola pra frente. ✌	
Sun Jun 21 20:02:42 +0000 2015	#Ebola #Data @SocialNewsCorp http://t.co/kmPaoDpRyr Via #Twitter @KBSpangler @TheodoraVonny @GobCity	
Sun Jun 21 20:02:49 +0000 2015	@WeAllKnowA @WHIPPEDSIDER jkjk ebola	
Sun Jun 21 20:02:51 +0000 2015	Retweet to help young enzo fight ebola #fightebola #hope #socialcompany #matcha http://t.co/ZaJy4Yx3G7	
Sun Jun 21 20:03:06 +0000 2015	RT @GRRM: Blame Joffrey for Ebola.	
Sun Jun 21 20:03:24 +0000 2015	Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp3M5cFF	
Sun Jun 21 20:03:36 +0000 2015	RYAADH NIQUE  TA RACEEEE ON ALLAIT MONTER EN DIV 4 EBOLA  putin	
Sun Jun 21 20:03:36 +0000 2015	Ebola '76 by Amir Tag Elsir review – a black-comic danse macabre http://t.co/FzyYKpAQfa	
Sun Jun 21 20:03:46 +0000 2015	'Plague Inc.' Has Raised Over $76,000 for Ebola http://t.co/mBSx66ELKq	
Sun Jun 21 20:03:47 +0000 2015	RT @GRADIDUR_: Le Lacoste je crois il a ebola 😂😂😂😂😂 http://t.co/5h3i4U2NDc	
Sun Jun 21 20:03:53 +0000 2015	my upstairs neighbor literally sounds like he's dying of ebola.	
Sun Jun 21 20:03:55 +0000 2015	RT @christian_aid: Read how your support to our #Ebola Crisis Appeal continues to save lives http://t.co/pMNyTdIlQV	
Sun Jun 21 20:03:56 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/ZWNJzsILEV http://t.co/bpjMpBb5N8	
Sun Jun 21 20:03:59 +0000 2015	I miss watching Herrera play. Those 155 medics who arrived from Liberia should be sent to Spain coz this situation is worse than ebola	
Sun Jun 21 20:04:04 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:04:09 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/Yl1iobmU6W http://t.co/8JBiGmZM08	
Sun Jun 21 20:04:13 +0000 2015	RT @BriceCoates1: Found cut audio relating to ebola in GTAV files	
Sun Jun 21 20:04:14 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/N5OaK6TMXO http://t.co/LxfcC9OuxB	
Sun Jun 21 20:04:18 +0000 2015	http://t.co/A0emkVM4cG KWICZĘ Z TEJ GRUPKI. EBOLA	
Sun Jun 21 20:04:20 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/dAAN311Rgk http://t.co/n2RDe1QMQL	
Sun Jun 21 20:04:24 +0000 2015	JAJAJAJAJAJAJAJAJAJAJAJAJAJAJJAKAJAJAJAJAJAJAJ  https://t.co/lLQSrIKBX2	
Sun Jun 21 20:04:25 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/SHZQS2yCHN http://t.co/SNsNUXM7DH	
Sun Jun 21 20:04:30 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/jRa9LLGF01 http://t.co/DW2eZWu7FV	
Sun Jun 21 20:04:36 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/qW1T8VILyd http://t.co/7wEVm0RGT3	
Sun Jun 21 20:04:41 +0000 2015	What the fuck happened to Ebola real talk	
Sun Jun 21 20:04:41 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/vPuuW2p4n4 http://t.co/LaLAbfPYLg	
Sun Jun 21 20:04:41 +0000 2015	RT @bahianoar: Agência Norte Coreana afirma ter descoberto cura para Aids, Ebola, Sars e outras http://t.co/flFJKUj9UK	
Sun Jun 21 20:04:44 +0000 2015	RT @VICE: Congrats to Kim Jong-Un on curing cancer, ebola, AND AIDS (according to Kim Jong-Un)!!!! http://t.co/jg7zF7MSNO http://t.co/wxLh8…	
Sun Jun 21 20:04:46 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/fTvRXWKN4Q http://t.co/0eB6vhaOZd	
Sun Jun 21 20:04:47 +0000 2015	😂😂 https://t.co/lLZFxiI95N	
Sun Jun 21 20:04:56 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/HMBRU16m2e http://t.co/R7EAYyEvME	
Sun Jun 21 20:04:56 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:05:00 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/hA6hs1JdKX http://t.co/o8NXM6zqd6	
Sun Jun 21 20:05:01 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:05:05 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/RQoYfDKToh http://t.co/gofQqsfuu2	
Sun Jun 21 20:05:05 +0000 2015	RT @TweetLikeAGirI: I would rather get Ebola then receive this http://t.co/0R3Wfxdkd6	
Sun Jun 21 20:05:09 +0000 2015	we have ebola la la la	
Sun Jun 21 20:05:11 +0000 2015	North Korea claims to have cure for Mers, Aids and Ebola http://t.co/koS7eWSSVa http://t.co/nXh93WvBWo	
Sun Jun 21 20:05:14 +0000 2015	RT @UmaruFofana: Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http:…	
Sun Jun 21 20:05:15 +0000 2015	@shiitasha43 @Jahmbeekoikai @QFMKENYA @selectortechnix  reagea ina maliza kuliko ebola virusi vime enea	
Sun Jun 21 20:05:19 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 20:05:23 +0000 2015	RT @christian_aid: Read how your support to our #Ebola Crisis Appeal continues to save lives http://t.co/pMNyTdIlQV	
Sun Jun 21 20:05:29 +0000 2015	( ALERT 18+ ) EBOLA VIRUS found in these countries SEE List here on next page =&gt;&gt; http://t.co/W2TwtOknFR http://t.co/Vf5PCBERu6	
Sun Jun 21 20:05:39 +0000 2015	Finally!Kim Jong Un says North Korean miracle drug cures cancer, AIDS and Ebolahttp://t.co/UCqOBRfJ05 http://t.co/etRADxB2OP	
Sun Jun 21 20:05:41 +0000 2015	RT @ame_pizza: Agora é cada um seguir o seu caminho, ebola pra frente.	
Sun Jun 21 20:05:50 +0000 2015	inatesa kuliko ebola @mwasyuppiebrown @bencruz140 @frankfabiansk @jahmbeekoikai @mwasaditicha @qfmkenya @selectortechnix #Mizizimix	
Sun Jun 21 20:05:56 +0000 2015	#Ebola With low numbers of new cases, Ebola vaccine trials fight odds of success - 580 CFRA Radio http://t.co/T9lKDW7Sns	
Sun Jun 21 20:05:56 +0000 2015	RT @NEJM: Correspondence: Shedding of #Ebola Virus in an Asymptomatic Pregnant Woman. http://t.co/DWswMQrzUz	
Sun Jun 21 20:05:59 +0000 2015	Ebola volunteers to be rewarded – Kenyan President Uhuru Kenyatta: The CS said Kenya was one of the countries ... http://t.co/Mqdq7CWrH8	
Sun Jun 21 20:06:06 +0000 2015	Studying the Evolution of Ebola http://t.co/XmSThs9stn	
Sun Jun 21 20:06:15 +0000 2015	This is actually hilarious  https://t.co/HJ0YCCTVqB	
Sun Jun 21 20:06:20 +0000 2015	Top 5 cities that will be affected by the Ebola virus by ... http://t.co/WFhOvGNDfJ http://t.co/L55j7QODjx	
Sun Jun 21 20:06:25 +0000 2015	@norcoreano Veo que ahora eres capaz de curar el sida y el ebola, no dejas de sorprenderme Líder. http://t.co/P2ppA6wl0I	
Sun Jun 21 20:06:33 +0000 2015	wired Facts about Ebola Virus Treatment Must See =&gt; http://t.co/4lJ0nx7tor http://t.co/S3JljD1y51	
Sun Jun 21 20:06:34 +0000 2015	RT @UmaruFofana: Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http:…	
Sun Jun 21 20:06:35 +0000 2015	Per far ricrescere i capelli niente?https://t.co/51NOnxSM1I	
Sun Jun 21 20:06:47 +0000 2015	Meanwhile male pattern baldness continues to wreck havoc. Thanks Kim Jon Un. https://t.co/QGnhc5h4cp	
Sun Jun 21 20:07:27 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:07:27 +0000 2015	RT @DLL_ML: Beğenmediğiniz K.Kore'de Ebola, Kanser, HİV'e karşı koruyucu etken madde bulmuşlar..Biz anca koalisyon mu korelasyon mu diyek …	
Sun Jun 21 20:07:33 +0000 2015	Jah know right now this ebola disease a kill off ppl an right now mi feel seh the government have sumthing fi duh wid it	
Sun Jun 21 20:07:34 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:07:41 +0000 2015	RT @LaurenCowley4: Ever wondered what would challenge you when sequencing #Ebola in the field on a #MinION? Read my blog post http://t.co/v…	
Sun Jun 21 20:07:47 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:08:02 +0000 2015	Outbreak, The Truth Abouth Ebola. Recommended @BBCThisWorld documentary about worst #Ebola outbreak from history https://t.co/WrMUpdimtL	
Sun Jun 21 20:08:15 +0000 2015	Oh no Hollywood is gonna make a movie about this.  https://t.co/R3evzOcCSt	
Sun Jun 21 20:08:19 +0000 2015	@Benji_Mascolo non ho l'ebola, vorrei solo avere la soddisfazione di essere seguita da un ragazzo che stimo molto e da molto tempo	
Sun Jun 21 20:08:24 +0000 2015	Praying mantises &amp; no electricity – great post about sequencing Ebola in the field by @LaurenCowley4 http://t.co/076eF4F8o7	
Sun Jun 21 20:08:28 +0000 2015	A white girl told me she never heard about Africa until Ebola virus.I declared that day that I would never talk to a white person again.	
Sun Jun 21 20:08:31 +0000 2015	Podcast: Lessons from the Ebola crisis | @scoopit http://t.co/unX7u6Yp62	
Sun Jun 21 20:08:36 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:08:37 +0000 2015	@reginaflath Or "yeah I probably shouldn't have let her contract Ebola. Here, hold her."	
Sun Jun 21 20:08:44 +0000 2015	RT @BoboDread5: inatesa kuliko ebola @mwasyuppiebrown @bencruz140 @frankfabiansk @jahmbeekoikai @mwasaditicha @qfmkenya @selectortechnix #M…	
Sun Jun 21 20:08:55 +0000 2015	RT @christian_aid: Read how your support to our #Ebola Crisis Appeal continues to save lives http://t.co/pMNyTdIlQV	
Sun Jun 21 20:08:57 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:09:00 +0000 2015	Happy Father's Day too all the Dads,Except my ex stepdad. Fuck that I hope you get Ebola.	
Sun Jun 21 20:09:15 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:09:22 +0000 2015	@WhitePplRuin @DruggedGifs got cancer plus ebola plus sida all in 1 and at the same time	
Sun Jun 21 20:09:31 +0000 2015	@strangeoar bul i ebola ;-; http://t.co/l04Nj0AbhJ	
Sun Jun 21 20:09:34 +0000 2015	JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA #MinerosUnaSolaPasión  https://t.co/BUUirBiRkz	
Sun Jun 21 20:09:37 +0000 2015	RT @HuffingtonPost: North Korea says it has found a drug to cure MERS, Ebola, SARS AND AIDS http://t.co/lpForXcyqP http://t.co/aMe3LzGOTq	
Sun Jun 21 20:09:47 +0000 2015	Syndrome post-Ebola : une étude sur le mal qui ronge les survivants http://t.co/YZGy0xdlLQ	
Sun Jun 21 20:09:59 +0000 2015	RT @Camii_Visciglio: Con el "Tengo ebola" de Emma y con el "Tengo paja" de Mela no se con cual quedarme	
Sun Jun 21 20:10:27 +0000 2015	RT @UmaruFofana: Riots in #Ebola-ravaged Port Loko, northern #SierraLeone. Live rounds fired. Teargas released. Curfew imposed. It... http:…	
Sun Jun 21 20:10:29 +0000 2015	Just like he's the best basketball player in the world too....#smh #northkorea  https://t.co/O8O7ulIYYI	
Sun Jun 21 20:10:32 +0000 2015	North Korea Claims It Has Found Cure For MERS, Ebola, SARS And AIDS http://t.co/6SyhCdLV5o	
Sun Jun 21 20:10:56 +0000 2015	Goodnews:North Korea Claims To Have A Cure For AIDS, CANCER &amp; EBOLA http://t.co/kUs9TPP7Pe	
Sun Jun 21 20:10:56 +0000 2015	Like this wack unoriginal ebola carrying,hot &amp; spicy from mcdonald's eating,no neck,ashy swamp rat hoe @nickiminaj  https://t.co/8XE3pOgJKp	
Sun Jun 21 20:11:08 +0000 2015	RT @NinjaEconomics: Kim Jong Un says North Korean has a miracle drug that cures cancer, AIDS and Ebola. http://t.co/7vlcZMydpx	
Sun Jun 21 20:11:11 +0000 2015	Affaire d'Ebola à l'église ils n'ont pas encore levé ça j'ai eu honte comme ça 😔	
Sun Jun 21 20:11:19 +0000 2015	Goodnews:North Korea Claims To Have A Cure For AIDS, CANCER &amp; EBOLA http://t.co/ou3O33YiU6 http://t.co/u6yhMucnFB	
Sun Jun 21 20:11:22 +0000 2015	She's shouting Ebola and Anne frank what is she doing	
Sun Jun 21 20:11:27 +0000 2015	.Even if only a portion of this is true its a good thing #howsayyou  https://t.co/M7rLm8aF3V	
Sun Jun 21 20:11:32 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:11:35 +0000 2015	mfw almost got ebola from this game http://t.co/V1XDvBYdcT	
Sun Jun 21 20:11:45 +0000 2015	RT @Seaan_Dean: Affaire d'Ebola à l'église ils n'ont pas encore levé ça j'ai eu honte comme ça 😔	
Sun Jun 21 20:11:48 +0000 2015	Qué puto calor esto de vivir en Andalucia, aparte de morir de ebola moriré derretida.	
Sun Jun 21 20:11:56 +0000 2015	*at the zoo*Me: it's a long walk to Africa Brother: I hope we don't get Ebola	
Sun Jun 21 20:12:01 +0000 2015	RT @masesthetics: I'd rather have ebola than a relationship like this 😂 http://t.co/AtphNoLMo3	
Sun Jun 21 20:12:02 +0000 2015	RT @CapitalFM_kenya: Kenyan nurses from #Ebola mission to be rewarded https://t.co/dwNSXypicy http://t.co/M6Zfcdz887	
Sun Jun 21 20:12:11 +0000 2015	La Corée du Nord affirme avoir trouvé le remède miracle au coronavirus, au sida et à Ebola http://t.co/uf7wMy5iRw	
Sun Jun 21 20:12:18 +0000 2015	RT @MemesVen: Esta mascota de Mineros pareciera que tuviera cáncer, sida, gonorrea, sífilis, hepatitis, chicuncuya y ebola http://t.co/12qp…	
Sun Jun 21 20:12:28 +0000 2015	RT @GregFantasia: sur les site de streaming tu fais une erreur de clique t'as 4689954 pubs qui s'affiche+le sida et ebola qui rentre dans …	
Sun Jun 21 20:12:32 +0000 2015	RT @oyin_kambili: Lol.this ebola thing ehn http://t.co/TCHQDUb1JD	
Sun Jun 21 20:12:35 +0000 2015	RT @ghostariana: @MelanieLopez__ autant que toi et ebola sale pute	
Sun Jun 21 20:12:40 +0000 2015	RT @CuteKidVines: When you lie to your kid and tell them they have Ebola 😂 https://t.co/DasLqkpATM	
